work_order_id,created_at,completed_at,category,priority,site,technician,resolution_hours,sla_target_hours,sla_met,downtime_hours,labor_cost,material_cost,total_cost,month
WO-01155,2026-05-29 17:00:00,2026-05-29 19:54:54.460794663,General Maintenance,Critical,Warehouse,Tech A,2.9,8,1,0.8,150.46,47.39,311.77,2026-05
WO-01156,2026-02-04 01:00:00,2026-02-04 21:02:01.919198069,HVAC,High,Production A,Tech B,20.0,24,1,5.8,1015.13,283.1,2174.43,2026-02
WO-01157,2026-04-19 00:00:00,2026-04-20 15:53:29.073519855,HVAC,Medium,Production B,Tech A,39.9,48,1,1.6,1863.94,242.58,2350.19,2026-04
WO-01158,2026-04-21 08:00:00,2026-04-22 15:45:24.077722561,Electrical,Low,Production B,Tech A,31.8,72,1,1.3,1325.61,192.4,1712.32,2026-04
WO-01159,2026-04-23 15:00:00,2026-04-24 11:33:46.117249566,Mechanical,Medium,Utility Room,Tech D,20.6,48,1,0.9,942.24,241.79,1312.94,2026-04
WO-01160,2026-01-22 20:00:00,2026-01-23 11:57:49.661126050,Plumbing,Low,Utility Room,Tech C,16.0,72,1,0.0,836.78,167.9,1010.93,2026-01
WO-01161,2026-04-07 14:00:00,2026-04-08 00:22:32.615246918,HVAC,High,Office,Tech E,10.4,24,1,2.9,481.31,313.56,1236.92,2026-04
WO-01162,2026-03-07 11:00:00,2026-03-09 21:36:21.094592510,Plumbing,Low,Production B,Tech D,58.6,72,1,1.6,1883.58,94.36,2213.05,2026-03
WO-01163,2026-02-01 12:00:00,2026-02-01 18:03:32.826221878,Electrical,High,Utility Room,Tech A,6.1,24,1,2.0,266.17,230.54,801.26,2026-02
WO-01164,2026-04-10 12:00:00,2026-04-11 02:47:34.466040834,General Maintenance,Low,Production B,Tech B,14.8,72,1,2.1,655.31,9.87,986.8,2026-04
WO-01165,2026-04-13 01:00:00,2026-04-13 22:23:53.739294009,Electrical,Medium,Warehouse,Tech D,21.4,48,1,1.5,968.13,0.0,1190.93,2026-04
WO-01166,2026-01-07 15:00:00,2026-01-07 20:04:48.277794354,Plumbing,High,Warehouse,Tech E,5.1,24,1,1.4,216.56,33.38,455.18,2026-01
WO-01167,2026-06-10 19:00:00,2026-06-11 06:00:13.300687164,Mechanical,High,Production B,Tech C,11.0,24,1,2.4,434.31,159.12,953.51,2026-06
WO-01168,2026-03-10 09:00:00,2026-03-10 22:13:12.596293280,HVAC,Low,Warehouse,Tech E,13.2,72,1,1.2,490.28,386.09,1060.61,2026-03
WO-01169,2026-04-12 15:00:00,2026-04-13 23:23:27.697943936,Mechanical,Low,Utility Room,Tech C,32.4,72,1,1.7,1018.56,57.16,1329.67,2026-04
WO-01170,2026-06-21 05:00:00,2026-06-23 03:14:19.073542768,HVAC,Medium,Production A,Tech A,46.2,48,1,2.6,2153.38,114.13,2654.65,2026-06
WO-01171,2026-02-10 17:00:00,2026-02-11 06:30:20.758188288,Electrical,High,Utility Room,Tech D,13.5,24,1,0.8,411.05,95.89,624.03,2026-02
WO-01172,2026-01-05 19:00:00,2026-01-06 04:57:23.154829025,Mechanical,Low,Production A,Tech C,10.0,72,1,0.0,408.49,177.52,586.02,2026-01
WO-01173,2026-03-21 23:00:00,2026-03-22 10:20:20.191279425,HVAC,High,Production A,Tech D,11.3,24,1,3.3,514.4,149.42,1162.68,2026-03
WO-01174,2026-06-19 08:00:00,2026-06-19 19:02:59.165832918,HVAC,Medium,Production A,Tech E,11.0,48,1,0.4,334.67,368.58,768.61,2026-06
WO-01175,2026-04-08 06:00:00,2026-04-09 00:11:09.624677139,HVAC,Low,Warehouse,Tech E,18.2,72,1,0.1,729.78,187.84,932.92,2026-04
WO-01176,2026-02-27 04:00:00,2026-02-27 13:01:14.965891298,Mechanical,High,Production A,Tech E,9.0,24,1,4.4,413.03,305.08,1380.94,2026-02
WO-01177,2026-04-15 02:00:00,2026-04-15 19:56:58.970377240,HVAC,Medium,Warehouse,Tech B,17.9,48,1,0.7,557.46,197.77,860.22,2026-04
WO-01178,2026-05-26 18:00:00,2026-05-27 22:11:57.924506989,HVAC,Low,Production A,Tech D,28.2,72,1,1.3,1103.91,91.42,1387.04,2026-05
WO-01179,2026-01-31 14:00:00,2026-02-02 17:18:34.631345198,Mechanical,Low,Production A,Tech B,51.3,72,1,3.0,1988.44,162.87,2601.33,2026-01
WO-01180,2026-02-02 13:00:00,2026-02-06 07:39:01.843926707,HVAC,Medium,Office,Tech A,90.7,48,0,5.4,3085.98,319.72,4210.79,2026-02
WO-01181,2026-01-02 19:00:00,2026-01-03 12:23:43.981911956,HVAC,Low,Production A,Tech A,17.4,72,1,0.5,707.39,140.16,926.27,2026-01
WO-01182,2026-01-03 06:00:00,2026-01-07 09:52:51.918516557,Controls,Low,Office,Tech A,99.9,72,0,4.7,4928.71,123.81,5761.49,2026-01
WO-01183,2026-06-21 07:00:00,2026-06-21 09:51:38.533044979,Electrical,Critical,Office,Tech A,2.9,8,1,0.4,92.19,176.72,322.02,2026-06
WO-01184,2026-06-08 16:00:00,2026-06-09 13:12:41.640640130,HVAC,Low,Production A,Tech E,21.2,72,1,1.3,904.71,85.65,1192.08,2026-06
WO-01185,2026-01-14 20:00:00,2026-01-16 09:28:39.941637764,Electrical,Medium,Utility Room,Tech D,37.5,48,1,1.8,1603.56,104.69,1980.79,2026-01
WO-01186,2026-05-30 13:00:00,2026-05-31 18:18:22.380363843,Controls,Medium,Warehouse,Tech D,29.3,48,1,2.0,1176.28,181.56,1654.14,2026-05
WO-01187,2026-05-05 19:00:00,2026-05-06 17:16:11.684635609,Electrical,Low,Production B,Tech B,22.3,72,1,1.5,874.69,293.53,1397.77,2026-05
WO-01188,2026-03-15 17:00:00,2026-03-15 20:22:22.431256904,Electrical,High,Production A,Tech E,3.4,24,1,0.0,143.63,180.58,324.21,2026-03
WO-01189,2026-05-22 13:00:00,2026-05-22 17:26:51.134440740,Electrical,Critical,Production A,Tech E,4.4,8,1,1.1,178.8,67.08,408.06,2026-05
WO-01190,2026-04-18 04:00:00,2026-04-18 21:14:04.113146092,HVAC,Low,Production A,Tech E,17.2,72,1,0.9,577.98,275.56,995.19,2026-04
WO-01191,2026-02-19 00:00:00,2026-02-20 22:54:04.264576614,Mechanical,Low,Production A,Tech D,46.9,72,1,2.6,2266.54,191.61,2844.07,2026-02
WO-01192,2026-04-24 00:00:00,2026-04-25 13:45:06.051993282,HVAC,Medium,Production A,Tech D,37.8,48,1,1.3,1528.75,515.17,2238.83,2026-04
WO-01193,2026-03-25 14:00:00,2026-03-27 02:54:31.379410804,Controls,Low,Office,Tech D,36.9,72,1,1.7,1244.03,85.06,1585.5,2026-03
WO-01194,2026-02-14 00:00:00,2026-02-14 19:56:59.439061399,Plumbing,Low,Production B,Tech B,19.9,72,1,0.6,934.65,101.46,1121.81,2026-02
WO-01195,2026-03-24 00:00:00,2026-03-25 21:01:00.259892163,HVAC,Low,Production A,Tech E,45.0,72,1,2.8,1467.12,93.91,1974.61,2026-03
WO-01196,2026-04-20 05:00:00,2026-04-20 11:12:33.669346831,HVAC,High,Production B,Tech A,6.2,24,1,1.5,305.15,177.23,710.35,2026-04
WO-01197,2026-03-22 08:00:00,2026-03-22 11:26:57.586266566,Electrical,Medium,Production B,Tech C,3.4,48,1,0.0,119.69,225.35,345.04,2026-03
WO-01198,2026-05-17 21:00:00,2026-05-19 12:15:06.383723936,Mechanical,Low,Production B,Tech D,39.3,72,1,1.8,1868.48,298.83,2437.38,2026-05
WO-01199,2026-03-05 20:00:00,2026-03-06 01:20:03.666878853,General Maintenance,Low,Office,Tech B,5.3,72,1,0.2,126.88,0.0,163.02,2026-03
WO-01200,2026-05-07 20:00:00,2026-05-08 13:25:13.433233389,Electrical,Low,Production A,Tech C,17.4,72,1,0.2,687.4,87.12,805.5,2026-05
WO-01201,2026-02-09 19:00:00,2026-02-10 22:29:20.913700754,Controls,Medium,Production B,Tech D,27.5,48,1,1.5,1253.43,101.14,1583.05,2026-02
WO-01202,2026-03-28 07:00:00,2026-03-29 08:27:41.958094046,Mechanical,Medium,Production A,Tech E,25.5,48,1,1.1,1014.75,216.36,1389.42,2026-03
WO-01203,2026-05-14 06:00:00,2026-05-15 07:20:14.170757318,Controls,Medium,Production A,Tech C,25.3,48,1,1.4,979.59,56.7,1244.11,2026-05
WO-01204,2026-03-02 18:00:00,2026-03-03 13:04:20.231553751,Controls,Medium,Office,Tech A,19.1,48,1,1.3,840.65,38.04,1070.66,2026-03
WO-01205,2026-06-25 11:00:00,2026-06-25 13:23:51.511445525,HVAC,Critical,Production B,Tech D,2.4,8,1,0.8,120.6,217.96,461.45,2026-06
WO-01206,2026-03-08 13:00:00,2026-03-10 14:51:22.558699232,Mechanical,Low,Warehouse,Tech C,49.9,72,1,2.5,1669.41,188.91,2238.59,2026-03
WO-01207,2026-01-31 11:00:00,2026-01-31 21:33:04.883598738,General Maintenance,High,Utility Room,Tech B,10.6,24,1,2.8,408.33,89.98,925.49,2026-01
WO-01208,2026-02-20 20:00:00,2026-02-22 00:06:16.369264089,Plumbing,High,Production A,Tech C,28.1,24,0,7.2,1225.51,118.69,2416.76,2026-02
WO-01209,2026-01-31 19:00:00,2026-02-01 03:53:09.043790279,Electrical,High,Warehouse,Tech D,8.9,24,1,1.6,343.79,63.75,651.88,2026-01
WO-01210,2026-01-07 12:00:00,2026-01-08 08:32:33.268885830,Mechanical,Medium,Office,Tech B,20.5,48,1,1.4,918.76,163.49,1295.75,2026-01
WO-01211,2026-05-08 05:00:00,2026-05-09 03:16:50.527237859,HVAC,Medium,Production A,Tech B,22.3,48,1,0.5,777.4,98.79,951.11,2026-05
WO-01212,2026-01-30 12:00:00,2026-02-01 12:32:49.574519737,HVAC,Low,Production B,Tech D,48.5,72,1,2.5,1866.91,175.46,2410.95,2026-01
WO-01213,2026-05-02 18:00:00,2026-05-03 13:27:06.777194613,General Maintenance,Low,Production B,Tech A,19.5,72,1,1.0,928.68,102.07,1183.2,2026-05
WO-01214,2026-06-21 07:00:00,2026-06-22 13:18:58.531280840,Controls,Low,Production A,Tech D,30.3,72,1,0.7,1133.9,241.76,1480.15,2026-06
WO-01215,2026-03-22 07:00:00,2026-03-22 14:13:52.712327719,Controls,Critical,Production B,Tech E,7.2,8,1,0.6,320.93,164.2,579.83,2026-03
WO-01216,2026-06-25 06:00:00,2026-06-26 09:13:52.840877095,General Maintenance,High,Production A,Tech E,27.2,24,0,4.5,1304.96,67.59,2045.31,2026-06
WO-01217,2026-06-13 01:00:00,2026-06-13 03:58:23.895608452,General Maintenance,Critical,Production A,Tech D,3.0,8,1,0.5,143.16,53.37,278.71,2026-06
WO-01218,2026-04-02 18:00:00,2026-04-06 21:25:27.029229612,Controls,Low,Production A,Tech A,99.4,72,0,5.3,4779.06,219.98,5787.86,2026-04
WO-01219,2026-03-01 10:00:00,2026-03-01 21:41:28.661322728,Controls,High,Production B,Tech C,11.7,24,1,2.8,573.02,22.13,1017.76,2026-03
WO-01220,2026-01-02 11:00:00,2026-01-02 15:17:33.562722293,Electrical,High,Production A,Tech B,4.3,24,1,1.3,165.7,250.15,612.75,2026-01
WO-01221,2026-06-26 03:00:00,2026-06-28 08:21:22.318177957,Plumbing,Low,Warehouse,Tech D,53.4,72,1,2.6,2612.14,43.8,3041.19,2026-06
WO-01222,2026-04-02 09:00:00,2026-04-02 19:18:20.049440059,HVAC,Low,Production B,Tech A,10.3,72,1,0.5,366.76,183.35,628.9,2026-04
WO-01223,2026-02-01 14:00:00,2026-02-05 19:32:51.199376356,Mechanical,Low,Production B,Tech C,101.5,72,0,3.8,3860.98,297.77,4725.72,2026-02
WO-01224,2026-03-20 15:00:00,2026-03-21 11:03:27.094010120,HVAC,Low,Utility Room,Tech B,20.1,72,1,1.3,940.62,234.74,1372.43,2026-03
WO-01225,2026-06-22 23:00:00,2026-06-23 17:02:48.768753525,Electrical,High,Utility Room,Tech B,18.0,24,1,3.9,927.53,257.57,1762.91,2026-06
WO-01226,2026-02-25 00:00:00,2026-02-25 06:54:12.170150181,Plumbing,Low,Utility Room,Tech C,6.9,72,1,0.3,267.84,157.03,462.5,2026-02
WO-01227,2026-06-24 06:00:00,2026-06-24 13:40:51.901523374,HVAC,Critical,Warehouse,Tech C,7.7,8,1,0.7,325.77,108.82,542.13,2026-06
WO-01228,2026-05-16 23:00:00,2026-05-18 01:22:37.756015693,General Maintenance,Low,Production A,Tech D,26.4,72,1,1.8,1273.44,22.79,1563.53,2026-05
WO-01229,2026-05-07 13:00:00,2026-05-08 21:15:25.910823696,HVAC,Medium,Production A,Tech B,32.3,48,1,2.0,1144.6,301.88,1744.2,2026-05
WO-01230,2026-04-07 21:00:00,2026-04-08 17:23:00.231801928,HVAC,Low,Production A,Tech A,20.4,72,1,1.0,915.53,65.62,1126.4,2026-04
WO-01231,2026-03-23 02:00:00,2026-03-23 15:45:32.809339340,Mechanical,Medium,Production B,Tech A,13.8,48,1,0.8,690.81,130.62,948.85,2026-03
WO-01232,2026-03-31 17:00:00,2026-04-01 19:52:03.964426996,HVAC,High,Production A,Tech D,26.9,24,0,6.8,1345.58,188.98,2561.35,2026-03
WO-01233,2026-05-18 21:00:00,2026-05-20 05:07:22.514565259,HVAC,Medium,Utility Room,Tech D,32.1,48,1,1.3,1116.99,149.03,1455.27,2026-05
WO-01234,2026-04-03 06:00:00,2026-04-03 19:05:44.795256215,Mechanical,High,Production B,Tech C,13.1,24,1,3.4,607.33,244.91,1363.79,2026-04
WO-01235,2026-03-03 14:00:00,2026-03-03 18:42:51.319390070,Controls,Medium,Office,Tech C,4.7,48,1,0.5,173.9,16.2,262.61,2026-03
WO-01236,2026-04-14 12:00:00,2026-04-14 19:36:04.970885085,HVAC,High,Production B,Tech E,7.6,24,1,3.3,339.96,420.92,1257.18,2026-04
WO-01237,2026-04-09 07:00:00,2026-04-13 06:22:47.977258136,HVAC,Low,Production A,Tech A,95.4,72,0,5.5,2837.3,126.01,3784.45,2026-04
WO-01238,2026-05-03 22:00:00,2026-05-05 19:11:16.798364947,Electrical,High,Production B,Tech B,45.2,24,0,11.4,1565.09,122.32,3390.07,2026-05
WO-01239,2026-03-08 00:00:00,2026-03-11 18:37:22.712488779,Electrical,Low,Production B,Tech C,90.6,72,0,3.6,3190.96,186.95,3919.44,2026-03
WO-01240,2026-03-27 09:00:00,2026-03-28 00:31:39.098230319,Electrical,Low,Production B,Tech D,15.5,72,1,1.1,735.56,206.78,1109.66,2026-03
WO-01241,2026-05-06 23:00:00,2026-05-09 00:56:08.181988794,Mechanical,Low,Production A,Tech B,49.9,72,1,2.7,1421.14,96.38,1928.04,2026-05
WO-01242,2026-01-28 12:00:00,2026-01-30 09:21:40.491258764,HVAC,Medium,Production A,Tech E,45.4,48,1,1.5,1909.45,79.52,2211.77,2026-01
WO-01243,2026-02-11 17:00:00,2026-02-12 11:01:56.062336330,HVAC,Low,Production B,Tech C,18.0,72,1,0.8,921.64,222.35,1262.03,2026-02
WO-01244,2026-01-22 10:00:00,2026-01-24 08:28:56.539370779,General Maintenance,Medium,Warehouse,Tech D,46.5,48,1,3.2,1867.07,87.65,2439.44,2026-01
WO-01245,2026-03-15 15:00:00,2026-03-18 00:54:49.898495441,Controls,Low,Production A,Tech C,57.9,72,1,3.4,2609.14,189.1,3302.11,2026-03
WO-01246,2026-05-24 04:00:00,2026-05-24 09:17:19.952334360,Mechanical,Critical,Warehouse,Tech A,5.3,8,1,0.0,227.47,183.72,411.19,2026-05
WO-01247,2026-01-24 02:00:00,2026-01-24 07:17:29.129536429,HVAC,High,Production A,Tech D,5.3,24,1,1.2,238.08,237.5,648.13,2026-01
WO-01248,2026-01-01 15:00:00,2026-01-03 01:05:15.417311460,HVAC,Medium,Production B,Tech D,34.1,48,1,2.3,1422.73,214.32,1982.0,2026-01
WO-01249,2026-01-05 21:00:00,2026-01-06 06:21:42.501086060,Plumbing,High,Utility Room,Tech C,9.4,24,1,1.3,454.57,70.88,718.75,2026-01
WO-01250,2026-05-25 07:00:00,2026-05-25 19:09:08.323418027,HVAC,High,Production A,Tech A,12.2,24,1,0.9,571.02,163.24,865.39,2026-05
WO-01251,2026-05-22 12:00:00,2026-05-22 21:25:03.776885855,Plumbing,Medium,Warehouse,Tech A,9.4,48,1,0.4,300.63,57.86,412.64,2026-05
WO-01252,2026-05-21 06:00:00,2026-05-21 23:54:54.398424820,HVAC,Medium,Office,Tech A,17.9,48,1,1.5,767.84,19.93,1011.21,2026-05
WO-01253,2026-06-04 07:00:00,2026-06-05 18:58:26.612707392,Plumbing,Medium,Office,Tech C,36.0,48,1,2.5,821.02,108.41,1308.55,2026-06
WO-01254,2026-04-05 16:00:00,2026-04-07 07:38:01.485698208,HVAC,Low,Production B,Tech C,39.6,72,1,1.4,1729.5,282.41,2219.62,2026-04
WO-01255,2026-05-22 19:00:00,2026-05-23 11:39:02.588133319,Plumbing,Medium,Production A,Tech C,16.7,48,1,0.5,705.52,93.89,874.88,2026-05
WO-01256,2026-02-21 04:00:00,2026-02-21 20:45:24.876420845,HVAC,High,Production B,Tech A,16.8,24,1,3.1,741.72,125.4,1333.04,2026-02
WO-01257,2026-04-10 10:00:00,2026-04-10 11:38:49.285014719,Mechanical,Critical,Office,Tech A,1.6,8,1,1.9,64.41,53.44,398.65,2026-04
WO-01258,2026-05-11 00:00:00,2026-05-11 04:29:32.905051775,HVAC,Medium,Warehouse,Tech E,4.5,48,1,0.3,153.47,105.76,297.94,2026-05
WO-01259,2026-06-01 21:00:00,2026-06-02 02:09:33.781016960,HVAC,High,Production A,Tech A,5.2,24,1,0.8,163.78,256.93,544.15,2026-06
WO-01260,2026-03-10 06:00:00,2026-03-10 08:19:42.027940584,HVAC,High,Production B,Tech E,2.3,24,1,0.9,111.48,172.08,415.18,2026-03
WO-01261,2026-04-25 21:00:00,2026-04-26 11:33:51.853619049,Controls,Medium,Production A,Tech A,14.6,48,1,0.5,514.05,167.22,759.6,2026-04
WO-01262,2026-05-27 18:00:00,2026-05-29 11:50:05.057415265,HVAC,Medium,Warehouse,Tech D,41.8,48,1,2.1,1542.04,306.81,2161.26,2026-05
WO-01263,2026-05-13 16:00:00,2026-05-14 00:01:07.169593053,General Maintenance,Low,Office,Tech A,8.0,72,1,0.3,329.64,0.0,379.28,2026-05
WO-01264,2026-05-27 06:00:00,2026-05-28 06:14:21.770468797,Controls,Medium,Office,Tech C,24.2,48,1,1.2,853.09,85.18,1124.83,2026-05
WO-01265,2026-06-26 19:00:00,2026-06-28 06:59:49.095188077,Electrical,Medium,Warehouse,Tech E,36.0,48,1,2.5,1405.25,208.79,1990.63,2026-06
WO-01266,2026-02-06 17:00:00,2026-02-06 18:34:24.679756734,HVAC,Critical,Warehouse,Tech A,1.6,8,1,0.2,72.46,76.97,185.99,2026-02
WO-01267,2026-02-07 14:00:00,2026-02-07 21:14:37.234245780,Controls,Critical,Utility Room,Tech A,7.2,8,1,2.6,352.41,255.03,995.66,2026-02
WO-01268,2026-06-29 00:00:00,2026-06-29 21:31:54.578717164,Electrical,Medium,Production B,Tech A,21.5,48,1,1.6,701.35,0.0,936.77,2026-06
WO-01269,2026-06-19 04:00:00,2026-06-19 09:45:30.982003666,HVAC,Critical,Production A,Tech B,5.8,8,1,0.0,269.56,72.78,342.34,2026-06
WO-01270,2026-03-20 20:00:00,2026-03-22 01:26:15.769120429,HVAC,Medium,Production B,Tech D,29.4,48,1,2.1,1207.48,425.5,1942.22,2026-03
WO-01271,2026-05-30 01:00:00,2026-05-30 08:48:25.463498062,Plumbing,Medium,Office,Tech B,7.8,48,1,0.0,336.14,26.29,362.43,2026-05
WO-01272,2026-05-20 13:00:00,2026-05-21 06:59:54.621580655,Mechanical,High,Production B,Tech E,18.0,24,1,3.0,896.78,234.32,1575.74,2026-05
WO-01273,2026-02-08 06:00:00,2026-02-08 15:00:16.086068054,General Maintenance,Low,Production A,Tech B,9.0,72,1,0.1,373.12,102.73,483.92,2026-02
WO-01274,2026-03-15 08:00:00,2026-03-16 05:00:54.450425847,Controls,Medium,Production B,Tech C,21.0,48,1,1.4,722.52,0.0,930.01,2026-03
WO-01275,2026-04-18 22:00:00,2026-04-19 14:38:48.939622065,Plumbing,Medium,Utility Room,Tech C,16.6,48,1,0.2,721.11,39.47,787.42,2026-04
WO-01276,2026-06-25 16:00:00,2026-06-27 02:09:14.551765848,HVAC,Medium,Production A,Tech B,34.2,48,1,1.2,1124.13,289.97,1593.76,2026-06
WO-01277,2026-02-15 08:00:00,2026-02-16 00:16:43.985939144,Plumbing,Low,Warehouse,Tech B,16.3,72,1,0.6,565.88,253.34,916.71,2026-02
WO-01278,2026-03-28 08:00:00,2026-03-28 18:19:26.436087414,HVAC,High,Office,Tech B,10.3,24,1,2.5,479.48,179.15,1038.71,2026-03
WO-01279,2026-06-12 09:00:00,2026-06-13 02:19:14.033357453,General Maintenance,Medium,Production A,Tech B,17.3,48,1,1.4,783.39,42.36,1039.51,2026-06
WO-01280,2026-01-13 06:00:00,2026-01-13 21:14:37.471808998,General Maintenance,Low,Production B,Tech D,15.2,72,1,0.7,453.25,52.37,613.75,2026-01
WO-01281,2026-02-23 08:00:00,2026-02-24 02:15:35.218374076,Mechanical,Medium,Warehouse,Tech A,18.3,48,1,1.4,817.59,59.31,1092.73,2026-02
WO-01282,2026-02-05 21:00:00,2026-02-06 03:36:32.432475624,HVAC,High,Production B,Tech A,6.6,24,1,4.3,289.21,0.0,939.72,2026-02
WO-01283,2026-05-16 09:00:00,2026-05-17 01:11:20.194094766,Mechanical,Medium,Production A,Tech E,16.2,48,1,0.7,695.7,387.39,1183.45,2026-05
WO-01284,2026-05-14 07:00:00,2026-05-15 11:58:57.403420376,General Maintenance,Low,Production B,Tech A,29.0,72,1,0.9,1226.28,68.44,1428.27,2026-05
WO-01285,2026-06-08 08:00:00,2026-06-09 07:23:54.879714420,Electrical,Medium,Office,Tech A,23.4,48,1,1.4,935.13,195.57,1340.69,2026-06
WO-01286,2026-06-28 06:00:00,2026-06-28 19:18:23.388103524,General Maintenance,Medium,Production B,Tech E,13.3,48,1,0.4,566.42,30.73,663.34,2026-06
WO-01287,2026-05-01 15:00:00,2026-05-01 22:48:46.701190482,HVAC,Medium,Production A,Tech E,7.8,48,1,1.0,286.34,265.62,707.82,2026-05
WO-01288,2026-01-09 16:00:00,2026-01-10 11:03:56.457977445,Controls,Low,Utility Room,Tech B,19.1,72,1,0.6,865.85,29.2,981.52,2026-01
WO-01289,2026-04-28 19:00:00,2026-04-28 21:58:12.829151195,Plumbing,Medium,Office,Tech C,3.0,48,1,1.3,100.76,56.37,352.1,2026-04
WO-01290,2026-02-02 18:00:00,2026-02-03 15:46:00.711645322,HVAC,Medium,Office,Tech E,21.8,48,1,1.1,844.09,402.7,1417.7,2026-02
WO-01291,2026-06-19 18:00:00,2026-06-21 09:34:26.842895151,Electrical,Medium,Production A,Tech C,39.6,48,1,1.4,1918.54,39.4,2172.64,2026-06
WO-01292,2026-03-23 08:00:00,2026-03-24 01:10:50.264286053,Electrical,Medium,Production A,Tech D,17.2,48,1,1.0,677.96,171.84,1005.87,2026-03
WO-01293,2026-05-11 06:00:00,2026-05-11 08:39:45.752916725,Mechanical,Critical,Office,Tech E,2.7,8,1,1.2,113.33,296.64,596.49,2026-05
WO-01294,2026-03-17 06:00:00,2026-03-17 10:11:02.813087497,Electrical,High,Utility Room,Tech D,4.2,24,1,0.0,172.57,229.5,402.07,2026-03
WO-01295,2026-01-06 13:00:00,2026-01-06 17:56:43.762422899,Plumbing,Medium,Production A,Tech C,4.9,48,1,0.2,236.9,155.53,422.06,2026-01
WO-01296,2026-01-24 17:00:00,2026-01-25 02:19:38.437696344,HVAC,Medium,Production A,Tech A,9.3,48,1,0.2,388.07,151.4,568.78,2026-01
WO-01297,2026-05-20 00:00:00,2026-05-22 07:05:20.680425345,HVAC,Low,Utility Room,Tech B,55.1,72,1,2.2,2421.32,61.91,2808.87,2026-05
WO-01298,2026-02-09 05:00:00,2026-02-09 16:36:45.212925890,Controls,High,Office,Tech A,11.6,24,1,3.2,489.59,91.97,1061.34,2026-02
WO-01299,2026-05-06 12:00:00,2026-05-07 04:56:56.237812975,Controls,Medium,Warehouse,Tech C,16.9,48,1,0.8,698.33,139.54,960.96,2026-05
WO-01300,2026-04-12 19:00:00,2026-04-14 21:47:39.663005473,Mechanical,Medium,Office,Tech C,50.8,48,0,2.8,2268.28,212.85,2905.66,2026-04
